account,text,hashtags,created_at
PiNetwork_35,"RT @Core_002: What do you think the price per $PI would be?

𝗔、𝗕、𝗖 𝗼𝗿 𝗗 ? https://t.co/hZBEk8lOuF",,Sun Feb 16 04:38:03 +0000 2025
PiNetwork_35,"if You Want $Pi to be listed on Binance  

Repost this tweet 🔄

#PiNetwork",PiNetwork,Sun Feb 16 04:30:24 +0000 2025
PiNetwork_35,"Leave your $PI username and check back in 24 hours.
Join Telegram: https://t.co/t6D03jE4Qo https://t.co/89mjuBdJIh",,Sat Feb 15 12:09:43 +0000 2025
PiNetwork_35,"RT @Pi_Worldwide_Cr: ⚡  Open Mainnet is nearly coming!  🚀

✨  Which Price is best for $PI ?

1.  $100
2.  $314
3.  $6,700
4.  $3.14
5.  $31…",,Sat Feb 15 09:46:56 +0000 2025
PiNetwork_35,"If Binance announces the listing of $PI, I will randomly select 10 pioneers and give them $1,000 worth of $PI.

Join Telegram Channel: https://t.co/t6D03jE4Qo https://t.co/V7A71lLTpt",,Sat Feb 15 09:44:31 +0000 2025
PiNetwork_35,"2019 pi is a scam
2020 pi is a scam
2021 pi is a scam
2022 pi is a scam
2023 pi is a scam
2024 pi is a scam
2025 How can I buy $PI 😂

Like Repost",,Wed Feb 12 15:35:38 +0000 2025
PiNetwork_35,"RT @Core_002: Comment ""𝗬𝗘𝗦"" If you want #Binance to list #Picoin. https://t.co/DexMeWbLOV","Binance,Picoin",Wed Feb 12 15:32:34 +0000 2025
PiNetwork_35,RT @Core_002: $Pi or $BTC https://t.co/S0uJMul0LG,,Wed Feb 12 15:32:26 +0000 2025
PiNetwork_35,NEXT Listing On #Binance SOON!!!,Binance,Wed Feb 12 07:25:04 +0000 2025
PiNetwork_35,"1 Pi = $314 agree ? Open Network February 20, 2025.",,Wed Feb 12 02:33:13 +0000 2025
PiNetwork_35,"RT @Pi_Worldwide_Cr: Pioneers, Open Network will launch at 8am UTC on February 20, 2025. #PiNetwork https://t.co/3yMKCtlUjR",PiNetwork,Wed Feb 12 02:32:25 +0000 2025
PiNetwork_35,"RT @Core_002: Pi Network launching Open Network February 20,2025.

#PiNetwork https://t.co/C1vuSqVPdT",PiNetwork,Wed Feb 12 02:28:54 +0000 2025
PiNetwork_35,"RT @Pi_Worldwide_Cr: 🤔What price for Pi would make you happy?🚀

A. $31.4
B. $314
C. $3.141
D. $31.415
E. $314.159

What is your choice? Sha…",,Tue Feb 11 12:32:41 +0000 2025
PiNetwork_35,RT @Core_002: Yescoin TGE date 31th March. @Yescoin_Fam 🔥 https://t.co/li9sPCVISV,,Tue Feb 11 12:30:16 +0000 2025
PiNetwork_35,"RT @crypto_Vibes33: KiteAI  project ~ 

The 1st AI Focused L-1 Project comes to Avalanche.

🔹 Cost: 0$ Completely Free
🔹 Rewards: Confirmed…",,Sat Feb 08 15:53:14 +0000 2025
PiNetwork_35,"RT @Core_002: Harpie Airdrop FREE Opportunity 🔥 

            Funding = 4.5M ✅ 

• Offical link 
https://t.co/hTlZnURKcq

Harpie Points Pro…",,Sat Feb 08 14:46:52 +0000 2025
PiNetwork_35,"RT @ofc_the_club: 🚨 JUST IN: New OFC Alpha from Dominion2025

▫️ 1st 2025 Major Partnership: @D3inc
▫️ D3 Partners: @solana, @avax, @ofc_th…",,Fri Feb 07 11:29:18 +0000 2025
PiNetwork_35,"RT @Core_002: Another $0 Alpha 🔥 

Sahara Labs is a platform where everyone can create and monetize AI models, datasets, and applications i…",,Fri Feb 07 10:19:26 +0000 2025
PiNetwork_35,"#Binance    will list Pi When open Mainnet Coming 🔥

RT and Like https://t.co/EIj3fA5aSO",Binance,Thu Feb 06 11:38:17 +0000 2025
PiNetwork_35,"RT @Pi_Worldwide_Cr: 🔥 Who is the Best? 🔥

1. Pi Network ✨
2. BITCOIN ₿

In this round, the battle is between Pi Network and Bitcoin to det…",,Thu Feb 06 11:37:03 +0000 2025
PiNetwork_35,"RT @Core_002: $Blum or $PAWS  
Your favorite project?",,Thu Feb 06 11:36:49 +0000 2025
PiNetwork_35,"1 Pi = $314 

Yes or NO https://t.co/jWqjtumZzv",,Wed Feb 05 11:38:10 +0000 2025
PiNetwork_35,"RT @Pi_Worldwide_Cr: Comment ""𝗬𝗘𝗦"" If you want 𝗕𝗶𝗻𝗮𝗻𝗰𝗲 to list Picoin after open mainnet! https://t.co/m2LuKl3kdb",,Wed Feb 05 11:36:05 +0000 2025
PiNetwork_35,"RT @Core_002: What’s your Pi Network KYC status as of now?

1. KYC hasn’t been received yet
2. KYC has been received but not yet passed
3.…",,Wed Feb 05 11:32:27 +0000 2025
PiNetwork_35,KYC Passed or Not Yet ? $Pi https://t.co/uuRvRo52ol,,Fri Jan 17 11:36:49 +0000 2025
PiNetwork_35,"RT @Pi_Worldwide_Cr: 1 Pi = $314 

Yes or NO",,Fri Jan 17 11:35:20 +0000 2025
PiNetwork_35,"1 Pi = $314 

Yes or NO",,Sun Dec 22 10:59:46 +0000 2024
PiNetwork_35,"- What's your current situation:

1) waiting for a KYC slot
2) submitted for KYC but waiting for results
3) KYC done, waiting for migration
4) KYC done and migrated

#PiNetwork2024",PiNetwork2024,Sun Nov 03 15:27:20 +0000 2024
PiNetwork_35,"- What's your current situation:

1) waiting for a KYC slot
2) submitted for KYC but waiting for results
3) KYC done, waiting for migration
4) KYC done and migrated https://t.co/Roi6mmf92G",,Sun Oct 27 14:07:09 +0000 2024
PiNetwork_35,"1 Pi = $314

If you agree then Like and retweet this https://t.co/i0F2rew5TN",,Fri Oct 25 14:57:02 +0000 2024
PiNetwork_35,KYC Passed or Not Yet ? $Pi https://t.co/77spwaEeMa,,Thu Oct 24 14:22:49 +0000 2024
PiNetwork_35,#Binance will list Pi When open Mainnet Coming 🔥 https://t.co/uVv49ZpeAQ,Binance,Wed Oct 23 16:08:33 +0000 2024
PiNetwork_35,"1000 Pi = $477900 💪

According to CMC 

Like Retweet Follow 🎁 https://t.co/9enZ15M1Gl",,Tue Oct 22 15:44:07 +0000 2024
PiNetwork_35,"Pi Open Mainnet Coming this year 🔥🚀 
1 Pi = $314",,Mon Oct 21 15:06:22 +0000 2024
PiNetwork_35,"Pi Open Mainnet Coming 🔥 

Which Exchange do you want #PiNetwork to list their Coin ?

A. BINANCE 
B. BYBIT
C. OKX
D. KUCOIN
E. HTX
F. Others 

Choose wisely, choose your preferable exchange.",PiNetwork,Sun Oct 20 14:12:10 +0000 2024
PiNetwork_35,"Which Exchange do you want #PiNetwork to list their Coin ?

A. BINANCE 
B. BYBIT
C. OKX
D. KUCOIN
E. HTX
F. Others 

Choose wisely, choose your preferable exchange.",PiNetwork,Sat Oct 12 16:13:19 +0000 2024
PiNetwork_35,1 Pi = $314 https://t.co/LHkprcjQLO,,Sun Oct 06 15:28:07 +0000 2024
PiNetwork_35,Have you Pi Verified User? https://t.co/qjVDglyjuW,,Fri Oct 04 06:29:14 +0000 2024
PiNetwork_35,"Find Ways to Fix KYC
All of you who have not KYC or have KYC suspended, please leave a comment below. @PiCoreTeam solve KYC issues.

#PiNetwork 👀 https://t.co/MBZ1KJVYQY",PiNetwork,Sat Sep 14 10:59:54 +0000 2024
PulseSocialFi,"Raise your hand ✋

If you touched some grass today! 🌱",,Sun Feb 16 05:30:00 +0000 2025
PulseSocialFi,"🗞 Top Crypto News in the Past 7 Days

1️⃣ BNB Chain’s total Gas fees surpass $ETH for the first time. ⛽📈
2️⃣ #Broccoli crashes over 50% in 24 hours, market cap drops to $100M. 📉🥦
3️⃣ Argentina's president launches $LIBRA, with the team cashing out $100M in just 4 hours. 🇦🇷💸
4️⃣ https://t.co/73aOcgsJqm","Broccoli,CryptoNews",Sun Feb 16 01:05:00 +0000 2025
PulseSocialFi,"👀 Pulser Ahmad2007 shares David Marcus' ""unshakable conviction"" that Bitcoin is the only true neutral internet money! 💡🦖

With growing institutional interest, do you agree with his perspective on $BTC as the ultimate digital store of value? Or do you see potential competitors https://t.co/7fqBxWv7rw",,Sat Feb 15 17:30:01 +0000 2025
PulseSocialFi,"Catch some Z’s, touch some grass, grab some $PULSE. 🛌💸

#WeekendMode",WeekendMode,Sat Feb 15 06:31:00 +0000 2025
PulseSocialFi,"🗞 Top Crypto News in the Past 24 Hours

1️⃣ $TRUMP price surges 47.74% in 24 hours, crossing $24! 🚀💰
2️⃣ #FAIR³ raises community donations and gets backing from serial entrepreneur Wang Xin. 🦸‍♂️💡
3️⃣ Kaito AI announces native token $KAITO for their crypto search engine. 🔍💻
4️⃣ https://t.co/SeLvnaQdaX","FAIR,PumpFun,CryptoNews",Sat Feb 15 01:05:00 +0000 2025
PulseSocialFi,"👀 Pulser @crypto_goos shares why he believes Altcoin Season 3.0 is here! 📈🦖

With #Bitcoin dominance slipping and liquidity flowing back, could this be the start of a massive #altcoin rally?

Are you getting ready for what's next? Share your thoughts here: 👇 https://t.co/sHLQIBcGiJ","Bitcoin,altcoin",Fri Feb 14 17:30:01 +0000 2025
PulseSocialFi,What’s the most romantic gift today? 🎁 #ValentinesDay,ValentinesDay,Fri Feb 14 09:02:28 +0000 2025
PulseSocialFi,"👀 Pulser OracleX shares the unbelievable story of how a trader turned just 1 $BNB into $7M with #Broccoli 🐶💰

Do you think #Broccoli is here to stay or just a flash in the pan?

Share your thoughts here: 👇
https://t.co/dxnT2UZiLN https://t.co/o5Y9hsTimK","Broccoli,Broccoli",Fri Feb 14 06:29:33 +0000 2025
PulseSocialFi,"🗞 Top Crypto News in the Past 24 Hours

1️⃣ OpenSea to launch its own token $SEA soon. 🌊💎
2️⃣ #Broccoli creator on BNB Chain makes $6.72M profit from 1 $BNB in just 24 minutes—9517x gains! 🐶🐕
3️⃣ Doodles announces the launch of their official token $DOOD. 🎨🪙
4️⃣ SEC confirms https://t.co/mwhQLwlut8","Broccoli,CryptoNews",Fri Feb 14 03:23:24 +0000 2025
PulseSocialFi,"Your #ValentinesDay’s plans:

◻ Pumping my bags
◻ Chasing memecoins
✅ Surfing the Pulse 🏄‍♂️💚",ValentinesDay,Fri Feb 14 02:06:57 +0000 2025
PulseSocialFi,"we have a dino 🦖

#broccoli #binance","broccoli,binance",Thu Feb 13 19:29:11 +0000 2025
PulseSocialFi,Drop a 🤲 if you’re still holding strong. #HODL,HODL,Thu Feb 13 12:50:00 +0000 2025
PulseSocialFi,"👀 Pulser Alpha Hunter breaks down the launch of Story’s Homer mainnet and the $IP airdrop! 🚀 @StoryProtocol

Have you claimed your $IP yet? How much did you get?

Share your results and let us know who scored the most! 👇
https://t.co/WtTTvqVUMW

#StoryProtocol #Kaito #Yaps https://t.co/Ke95MhBG7N","StoryProtocol,Kaito,Yaps",Thu Feb 13 11:42:51 +0000 2025
PulseSocialFi,"Time to research some new coins? 🧐

#BNBChain $CLEO $PERRY $BAKE $BNX $CAKE https://t.co/FxzCCyYFlE",BNBChain,Thu Feb 13 08:16:31 +0000 2025
PulseSocialFi,"👀 Phemex Research analyzes #AI16Z wild swings &amp; what’s next! 📊⚡ @Phemex_official

Breakout, pullback or consolidation? Read the analysis &amp; trade smart! 🤔

Share your thoughts on #Pulse 👇
https://t.co/XdSD5DMP5V https://t.co/WQ2q78yecb","AI16Z,Pulse",Thu Feb 13 06:43:31 +0000 2025
